Video URL;Title;Brief Description;Date uploaded;Member Only;Collection;Resource Type;Bone;Cardiovascular;Careers;Coding & HRGs;Diagnostics;Educational;Endocrinology;Equipment;Gastro;Haematology;Infection;Lung;Management;Management and Workforce;Molecular Radiotherapy;Neurology;Oncology;Paediatrics;PET and PET-CT;Physics – dosimetry;Physics – imaging science;Physics – radiation protection;Radiopharmaceutical Development;Radiopharmacy;Renal;Therapeutic;Thyroid;Training;Working in NM
https://www.youtube.com/watch?v=IJPc1uIN7hw&list=PLjFEVVfFws0RetqbhkxDY0YnlE2Vj1yDX&index=4;Role of FDG PET in Infective endocarditis;This is a talk by Prof Paolo Erba from Università degli Studi di Milano Bicocca given at the BNMS Annual Spring Meeting 2024 in May 2024; 6 Jun 2024;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=8JWjNfQTIV8&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN;Prof Richard Graham - Intro;VQ SPECT 2023;4-Nov-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Tja922t9Vo0&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=2;Evidence For Performing VQ SPECT - Dr Teresa Szyszko;VQ SPECT Study Day;  4 Nov 2024;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=AEv9hzXFv1Y&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=3;How To Perform VQ SPECT & SPECT CT - Neil Davis;VQ SPECT 2023;  4 Nov 2024;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=GCbtd5kwpMA&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=4;Interpretation Of VQ For CTEPH - Dr Arum Parthipun;VQ SPECT 2023;Nov-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=NmCRgD9QWjM&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=5;Interpretation Of VQ SPECT For PE - Dr Stewart Redman;VQ SPECT 2023;Nov-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=2eSb3jHc6Ok&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=6;Lung VQ Pearls and Pitfalls - Sean Baker & The Nuclear Medicine Team;VQ SPECT 2023; 4 Nov 2024;Yes ;Events;Videos;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Bivw3KFW8SY&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=7;Performing VQ for Lung Resection Surgery - Sean Baker;VQ SPECT 2023; 4 Nov 2024;Yes ;Events;Videos;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=wccPOUjtBf8&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=8;VQ SPECT and SPECT-CT Pathways final - Dr Arum Parthipun;VQ SPECT 2023;Nov-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://www.youtube.com/watch?v=UqBEQZWVvjU&list=PLjFEVVfFws0SMYH2asGS4PjldZID11ZEN&index=9;VQ SPECT Demonstration - Sean Baker;VQ SPECT 2023;Nov-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=fJiURq4aqDU&list=PLjFEVVfFws0RAg3w0VnesjBRUzwHh5h1B;Past & Present BNMS Presidents in Conversation | Leadership, MRT & the Future of Nuclear Medicine;In this BNMS webinar, past Presidents join the current President to reflect on leadership, key achievements, and challenges faced during their tenures. The programme explores the evolution of nuclear medicine, perspectives on gender equality in leadership, and future directions for the specialty, and includes a talk on Molecular Radiotherapy: To Infinity and Beyond followed by an interactive Q&A session.;Jan-26;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=X7F3yJ469b8&list=PLjFEVVfFws0SO0mWo9eC6dr9cSAOPiWG8;Glasgow, Medicine and Frankenstein A virtual tour with a local weegie;In this special video, join us as we explore the fascinating connections between Glasgow’s rich medical history and Mary Shelley’s iconic tale of Frankenstein. Guided by a local Weegie (that’s a proud Glaswegian to you and me!), we’ll take you on a journey through the city’s streets, uncovering its medical innovations and eerie inspirations for Shelley’s classic novel.; 19 Nov 2024 ;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=2o8nvBsPVfY&list=PLjFEVVfFws0SO0mWo9eC6dr9cSAOPiWG8&index=2;The BNMS Invites You to the Vibrant City of Glasgow;"Discover a city that blends rich history, stunning architecture, and a thriving modern culture. This event will bring together thought leaders, professionals, and innovators for an inspiring and impactful gathering.

Explore what Glasgow has to offer – from its iconic landmarks and world-class museums to its warm hospitality and culinary delights. Whether you're here for the meeting or to experience the city's charm, Glasgow is ready to welcome you.";Nov-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=gJVrHZYhXzU&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2;Renogram Interpretation - Introduction;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=5ZdVnio4Bak&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=2;Rajdeep Kaurbrar Presentation (BNMS Renal);Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://www.youtube.com/watch?v=BG-awd1bORY&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=3;Lorenzo Biassoni - Paediatric Renogram;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;
https://www.youtube.com/watch?v=G-Tz1RsFRHM&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=4;Mike Peters - Introduction To Renal - Physiology;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://www.youtube.com/watch?v=Gixw1xtkzcY&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=5;Pencharz Renogram Study Day - Introduction;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=SddWWicREk4&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=6;Arum Transplant - Renogram Interpretation;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=c4kYWgUNaCE&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=7;Renogram Acquisition - Neil;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=f_BKcrJsjRo&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=8;Mike Peters - Renogram Interpretation;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=l4TJHM2Alrs&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=9;BNMS Presentation - Aline Broch;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=o0_qJ-iPvEg&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=10;Ammar Transplant Renograms - What The Clinician Wants To Know;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=pzzNbHN_2g0&list=PLjFEVVfFws0TH7zd5KkZUDYW1dJOWgQT2&index=11;Ed Butler - Renogram Processing;Renogram Study Day 2023 ;11-Dec-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X ;;;;
https://www.youtube.com/watch?v=ed0byuhxXfY&list=PLjFEVVfFws0SgI96L-_3pq5_Bp9O_PBKw;Innovative Team of the Year 2025 - University College London Hospitals Paediatric PET Team;This award celebrates a team that has demonstrated exceptional creativity, forward-thinking, and impact throughout the past year. Their innovative approach has not only solved complex challenges but also set a new standard for excellence across the organization. Through collaboration, bold ideas, and a commitment to continuous improvement, this team has truly embodied what it means to lead with innovation in 2025.;17-Apr-25;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=Zuvt_EJLcto&list=PLjFEVVfFws0SgI96L-_3pq5_Bp9O_PBKw&index=2;Innovative Team of the Year 2025 - The Royal Marsden NHS Foundation Trust;This award celebrates a team that has demonstrated exceptional creativity, forward-thinking, and impact throughout the past year. Their innovative approach has not only solved complex challenges but also set a new standard for excellence across the organization. Through collaboration, bold ideas, and a commitment to continuous improvement, this team has truly embodied what it means to lead with innovation in 2025.;17-Apr-25;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=8p0MIRT5f5c&list=PLjFEVVfFws0SgI96L-_3pq5_Bp9O_PBKw&index=3;Innovative Team of the Year 2025 - South Tyneside and Sunderland Foundation Trust;This award celebrates a team that has demonstrated exceptional creativity, forward-thinking, and impact throughout the past year. Their innovative approach has not only solved complex challenges but also set a new standard for excellence across the organization. Through collaboration, bold ideas, and a commitment to continuous improvement, this team has truly embodied what it means to lead with innovation in 2025.;17-Apr-25;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
